,date,date1,Borough,code,Retail,Grocery,Parks,Transit,Workplace,Residential
5599,2022-04-29,44680,Bexley,E09000004,-16,2,21,-35,-32,5
5600,2022-04-29,44680,Redbridge,E09000026,-16,2,-11,-33,-39,6
5601,2022-04-29,44680,Barnet,E09000003,-17,1,15,-31,-32,7
5602,2022-04-29,44680,Barking and Dagenham,E09000002,-12,8,45,-24,-27,3
5603,2022-04-29,44680,Harrow,E09000015,-12,15,43,-21,-24,6
5604,2022-04-29,44680,Waltham Forest,E09000031,-9,-3,-17,-36,-37,6
5605,2022-04-29,44680,Enfield,E09000010,-17,-1,-2,-39,-28,5
5606,2022-04-29,44680,Ealing,E09000009,-10,-2,7,-34,-31,6
5607,2022-04-29,44680,Haringey,E09000014,-18,-6,-10,-30,-39,6
5608,2022-04-29,44680,Greenwich,E09000011,-13,2,-15,-21,-38,7
5609,2022-04-29,44680,Southwark,E09000028,-27,-5,-18,-32,-31,7
5610,2022-04-28,44679,Southwark,E09000028,-24,-6,-9,-30,-25,6
5611,2022-04-28,44679,Redbridge,E09000026,-15,-3,-4,-36,-39,6
5612,2022-04-28,44679,Newham,E09000025,0,2,443,-20,-24,4
5613,2022-04-28,44679,Kingston upon Thames,E09000021,-21,-5,,-27,-31,7
5614,2022-04-28,44679,Hackney,E09000012,-22,-2,-3,-36,-32,6
5615,2022-04-28,44679,Richmond upon Thames,E09000027,-24,3,12,-34,-46,8
5616,2022-04-28,44679,Waltham Forest,E09000031,-4,1,-5,-35,-35,5
5617,2022-04-28,44679,Barnet,E09000003,-17,1,28,-30,-31,7
5618,2022-04-28,44679,Bexley,E09000004,-15,1,16,-32,-29,6
5619,2022-04-28,44679,Kensington and Chelsea,E09000020,-30,0,-18,-39,-37,7
5620,2022-04-28,44679,Lambeth,E09000022,-25,-11,31,-32,-31,6
5621,2022-04-28,44679,Bromley,E09000006,-10,5,15,-34,-35,7
5622,2022-04-28,44679,Hammersmith and Fulham,E09000013,-34,-9,6,-37,-39,7
5623,2022-04-28,44679,Camden,E09000007,-36,-12,-16,-17,-35,8
5624,2022-04-28,44679,Hounslow,E09000018,-11,8,12,-24,-25,5
5625,2022-04-28,44679,Barking and Dagenham,E09000002,-15,5,45,-17,-30,3
5626,2022-04-28,44679,Harrow,E09000015,-9,9,53,-19,-21,6
5627,2022-04-28,44679,Greenwich,E09000011,-18,3,-13,-25,-38,6
5628,2022-04-28,44679,Croydon,E09000008,-13,9,9,-31,-26,6
5629,2022-04-28,44679,Merton,E09000024,-24,-7,-17,-33,-33,6
5630,2022-04-28,44679,Haringey,E09000014,-22,-9,-5,-31,-37,5
5631,2022-04-28,44679,Ealing,E09000009,-9,-2,25,-34,-30,5
5632,2022-04-28,44679,City of London,E09000001,-42,-47,-42,-35,-30,
5633,2022-04-28,44679,Enfield,E09000010,-17,-2,7,-40,-29,5
5634,2022-04-28,44679,Tower Hamlets,E09000030,-40,0,-12,-42,-37,8
5635,2022-04-28,44679,Sutton,E09000029,-14,-4,25,-40,-37,7
5636,2022-04-28,44679,Hillingdon,E09000017,-10,0,42,-14,-30,5
5637,2022-04-28,44679,Lewisham,E09000023,-3,4,9,-26,-34,6
5638,2022-04-28,44679,Brent,E09000005,-15,3,36,-30,-29,4
5639,2022-04-28,44679,Havering,E09000016,-12,8,7,-21,-25,5
5640,2022-04-28,44679,Islington,E09000019,-38,-14,-5,-68,-42,8
5641,2022-04-28,44679,Westminster,E09000033,-36,-13,-22,-27,-34,7
5642,2022-04-28,44679,Wandsworth,E09000032,-27,-15,-2,-24,-35,8
5643,2022-04-27,44678,Lambeth,E09000022,-30,-12,18,-35,-31,7
5644,2022-04-27,44678,Islington,E09000019,-41,-18,-10,-68,-43,9
5645,2022-04-27,44678,Enfield,E09000010,-20,-6,-2,-41,-29,5
5646,2022-04-27,44678,Southwark,E09000028,-28,-11,-13,-30,-29,7
5647,2022-04-27,44678,Brent,E09000005,-16,2,14,-30,-29,5
5648,2022-04-27,44678,Lewisham,E09000023,-4,3,0,-25,-32,8
5649,2022-04-27,44678,Barnet,E09000003,-18,-4,2,-29,-32,8
5650,2022-04-27,44678,Merton,E09000024,-23,-8,-16,-33,-31,7
5651,2022-04-27,44678,Bexley,E09000004,-18,-3,6,-32,-32,6
5652,2022-04-27,44678,Haringey,E09000014,-28,-12,-16,-37,-37,6
5653,2022-04-27,44678,Greenwich,E09000011,-22,1,-18,-24,-35,7
5654,2022-04-27,44678,Newham,E09000025,-11,-3,126,-20,-23,6
5655,2022-04-27,44678,Croydon,E09000008,-16,3,-1,-30,-25,7
5656,2022-04-27,44678,Westminster,E09000033,-37,-13,-26,-27,-36,7
5657,2022-04-27,44678,Kensington and Chelsea,E09000020,-29,-3,-27,-43,-36,8
5658,2022-04-27,44678,City of London,E09000001,-45,-51,-47,-36,-32,
5659,2022-04-27,44678,Tower Hamlets,E09000030,-40,-3,-22,-41,-37,8
5660,2022-04-27,44678,Hillingdon,E09000017,-13,-7,34,-18,-29,6
5661,2022-04-27,44678,Sutton,E09000029,-21,-4,12,-40,-37,7
5662,2022-04-27,44678,Wandsworth,E09000032,-26,-18,-6,-28,-35,9
5663,2022-04-27,44678,Havering,E09000016,-13,0,3,-26,-25,6
5664,2022-04-27,44678,Ealing,E09000009,-10,-5,4,-34,-33,6
5665,2022-04-27,44678,Barking and Dagenham,E09000002,-17,5,25,-30,-29,4
5666,2022-04-27,44678,Harrow,E09000015,-10,9,38,-16,-21,7
5667,2022-04-27,44678,Richmond upon Thames,E09000027,-26,-2,-2,-38,-48,9
5668,2022-04-27,44678,Hounslow,E09000018,-15,4,-1,-23,-23,5
5669,2022-04-27,44678,Hammersmith and Fulham,E09000013,-31,-11,-5,-38,-41,8
5670,2022-04-27,44678,Camden,E09000007,-37,-19,-19,-16,-34,8
5671,2022-04-27,44678,Kingston upon Thames,E09000021,-26,-8,,-33,-32,8
5672,2022-04-27,44678,Bromley,E09000006,-14,3,3,-31,-36,9
5673,2022-04-27,44678,Redbridge,E09000026,-22,-3,-6,-34,-38,6
5674,2022-04-27,44678,Waltham Forest,E09000031,-11,-4,-16,-35,-34,6
5675,2022-04-27,44678,Hackney,E09000012,-28,-5,-8,-39,-32,8
5676,2022-04-26,44677,Sutton,E09000029,-16,-3,43,-38,-37,7
5677,2022-04-26,44677,Hounslow,E09000018,-10,4,27,-21,-25,5
5678,2022-04-26,44677,Hackney,E09000012,-31,-5,14,-39,-34,7
5679,2022-04-26,44677,Croydon,E09000008,-14,10,15,-31,-29,6
5680,2022-04-26,44677,Islington,E09000019,-40,-15,6,-68,-43,9
5681,2022-04-26,44677,Barking and Dagenham,E09000002,-17,-3,45,-24,-31,4
5682,2022-04-26,44677,Ealing,E09000009,-16,5,32,-28,-30,6
5683,2022-04-26,44677,Westminster,E09000033,-38,-15,-19,-28,-35,7
5684,2022-04-26,44677,Merton,E09000024,-25,-8,-2,-29,-33,7
5685,2022-04-26,44677,Barnet,E09000003,-16,-2,38,-27,-32,7
5686,2022-04-26,44677,Bromley,E09000006,-12,9,16,-33,-36,8
5687,2022-04-26,44677,Kensington and Chelsea,E09000020,-31,-2,-17,-44,-37,7
5688,2022-04-26,44677,Tower Hamlets,E09000030,-27,-3,-9,-45,-39,8
5689,2022-04-26,44677,City of London,E09000001,-49,-48,-38,-37,-33,
5690,2022-04-26,44677,Hillingdon,E09000017,-10,-4,48,-16,-28,5
5691,2022-04-26,44677,Wandsworth,E09000032,-25,-17,9,-25,-34,9
5692,2022-04-26,44677,Havering,E09000016,-12,4,12,-26,-25,6
5693,2022-04-26,44677,Richmond upon Thames,E09000027,-23,1,17,-37,-47,8
5694,2022-04-26,44677,Harrow,E09000015,-10,13,66,-14,-19,6
5695,2022-04-26,44677,Newham,E09000025,-11,2,163,-22,-26,5
5696,2022-04-26,44677,Enfield,E09000010,-18,-6,22,-39,-29,5
5697,2022-04-26,44677,Waltham Forest,E09000031,-13,-5,5,-32,-36,6
5698,2022-04-26,44677,Redbridge,E09000026,-19,4,-1,-32,-40,6
5699,2022-04-26,44677,Bexley,E09000004,-17,0,30,-34,-31,6
5700,2022-04-26,44677,Greenwich,E09000011,-3,-2,1,-20,-38,7
5701,2022-04-26,44677,Brent,E09000005,-11,3,42,-29,-28,5
5702,2022-04-26,44677,Lewisham,E09000023,-6,2,23,-28,-34,7
5703,2022-04-26,44677,Southwark,E09000028,-28,-10,0,-31,-29,7
5704,2022-04-26,44677,Lambeth,E09000022,-27,-12,46,-32,-30,7
5705,2022-04-26,44677,Haringey,E09000014,-21,-9,7,-30,-40,5
5706,2022-04-26,44677,Hammersmith and Fulham,E09000013,-21,-7,12,-33,-40,7
5707,2022-04-26,44677,Camden,E09000007,-37,-14,-9,-17,-37,8
5708,2022-04-26,44677,Kingston upon Thames,E09000021,-24,-7,,-30,-33,8
5709,2022-04-25,44676,Southwark,E09000028,-31,-9,-7,-34,-33,9
5710,2022-04-25,44676,Richmond upon Thames,E09000027,-27,0,2,-38,-50,10
5711,2022-04-25,44676,Croydon,E09000008,-6,4,6,-28,-28,7
5712,2022-04-25,44676,Greenwich,E09000011,-7,1,-6,-22,-39,9
5713,2022-04-25,44676,Waltham Forest,E09000031,-10,-2,-10,-37,-38,8
5714,2022-04-25,44676,Lewisham,E09000023,-4,0,9,-30,-38,9
5715,2022-04-25,44676,Hillingdon,E09000017,-13,-3,38,-19,-30,7
5716,2022-04-25,44676,Hackney,E09000012,-33,-5,3,-44,-37,9
5717,2022-04-25,44676,Harrow,E09000015,-7,15,58,-22,-25,8
5718,2022-04-25,44676,Kingston upon Thames,E09000021,-21,-5,,-33,-34,9
5719,2022-04-25,44676,Islington,E09000019,-45,-18,-10,-68,-49,11
5720,2022-04-25,44676,Haringey,E09000014,-23,-13,-6,-36,-41,8
5721,2022-04-25,44676,Barnet,E09000003,-18,1,20,-33,-37,9
5722,2022-04-25,44676,Tower Hamlets,E09000030,-28,-9,-17,-44,-43,11
5723,2022-04-25,44676,City of London,E09000001,-58,-59,-49,-44,-37,
5724,2022-04-25,44676,Wandsworth,E09000032,-30,-16,-1,-33,-41,12
5725,2022-04-25,44676,Havering,E09000016,-12,6,12,-28,-28,6
5726,2022-04-25,44676,Newham,E09000025,-15,0,151,-17,-30,7
5727,2022-04-25,44676,Redbridge,E09000026,-20,-1,-4,-38,-40,8
5728,2022-04-25,44676,Bromley,E09000006,-15,5,10,-34,-40,10
5729,2022-04-25,44676,Camden,E09000007,-41,-22,-14,-20,-41,10
5730,2022-04-25,44676,Hammersmith and Fulham,E09000013,-32,-13,1,-37,-43,10
5731,2022-04-25,44676,Merton,E09000024,-26,-6,-15,-32,-35,9
5732,2022-04-25,44676,Bexley,E09000004,-18,0,20,-35,-34,7
5733,2022-04-25,44676,Lambeth,E09000022,-33,-14,38,-38,-37,10
5734,2022-04-25,44676,Brent,E09000005,-17,3,43,-32,-31,6
5735,2022-04-25,44676,Enfield,E09000010,-17,-7,15,-42,-31,6
5736,2022-04-25,44676,Kensington and Chelsea,E09000020,-33,-3,-29,-39,-39,9
5737,2022-04-25,44676,Ealing,E09000009,-19,4,15,-32,-33,7
5738,2022-04-25,44676,Sutton,E09000029,-20,-4,21,-42,-39,8
5739,2022-04-25,44676,Westminster,E09000033,-43,-16,-24,-29,-41,10
5740,2022-04-25,44676,Barking and Dagenham,E09000002,-17,0,48,-23,-33,5
5741,2022-04-25,44676,Hounslow,E09000018,-12,6,5,-25,-28,6
5742,2022-04-24,44675,Barnet,E09000003,-20,-7,40,-21,-8,0
5743,2022-04-24,44675,Wandsworth,E09000032,-29,-21,12,-21,4,0
5744,2022-04-24,44675,Havering,E09000016,-21,-2,31,-15,-1,0
5745,2022-04-24,44675,Southwark,E09000028,-29,-6,7,-25,1,0
5746,2022-04-24,44675,Richmond upon Thames,E09000027,-23,-3,8,-17,-19,0
5747,2022-04-24,44675,Kensington and Chelsea,E09000020,-29,2,-3,-15,-22,0
5748,2022-04-24,44675,Croydon,E09000008,-24,1,21,-28,-6,0
5749,2022-04-24,44675,Sutton,E09000029,-26,-14,32,-35,-9,0
5750,2022-04-24,44675,Westminster,E09000033,-34,-12,-26,-11,-15,0
5751,2022-04-24,44675,Ealing,E09000009,-19,6,50,-23,-9,0
5752,2022-04-24,44675,Hillingdon,E09000017,-14,-14,83,-9,-2,0
5753,2022-04-24,44675,City of London,E09000001,-33,-62,-25,-17,,
5754,2022-04-24,44675,Harrow,E09000015,-20,2,102,-5,7,0
5755,2022-04-24,44675,Tower Hamlets,E09000030,-16,-18,-8,-28,-3,-1
5756,2022-04-24,44675,Waltham Forest,E09000031,-14,-10,21,-26,-17,0
5757,2022-04-24,44675,Newham,E09000025,-24,-9,132,-9,-1,-1
5758,2022-04-24,44675,Greenwich,E09000011,-19,-3,5,-15,-10,0
5759,2022-04-24,44675,Redbridge,E09000026,-26,-8,23,-24,-18,0
5760,2022-04-24,44675,Islington,E09000019,-37,-15,29,-59,-12,-1
5761,2022-04-24,44675,Brent,E09000005,-22,0,56,-23,-12,0
5762,2022-04-24,44675,Enfield,E09000010,-27,-9,25,-32,-9,0
5763,2022-04-24,44675,Lewisham,E09000023,-10,-7,26,-17,-16,0
5764,2022-04-24,44675,Lambeth,E09000022,-26,-13,51,-21,-2,-1
5765,2022-04-24,44675,Hackney,E09000012,-28,-10,28,-27,-8,-1
5766,2022-04-24,44675,Bexley,E09000004,-21,-6,40,-25,-10,0
5767,2022-04-24,44675,Merton,E09000024,-27,-13,6,-26,-12,0
5768,2022-04-24,44675,Haringey,E09000014,-27,-16,12,-23,-26,0
5769,2022-04-24,44675,Hammersmith and Fulham,E09000013,-26,-18,47,-32,-15,-1
5770,2022-04-24,44675,Barking and Dagenham,E09000002,-26,-13,72,-16,-18,0
5771,2022-04-24,44675,Camden,E09000007,-30,-11,-3,1,-6,0
5772,2022-04-24,44675,Kingston upon Thames,E09000021,-23,-11,95,-23,-3,0
5773,2022-04-24,44675,Hounslow,E09000018,-13,3,18,-10,-7,0
5774,2022-04-24,44675,Bromley,E09000006,-18,5,20,-23,1,0
5775,2022-04-23,44674,Westminster,E09000033,-34,-8,-34,-10,-12,1
5776,2022-04-23,44674,Merton,E09000024,-27,-7,-8,-21,-11,1
5777,2022-04-23,44674,City of London,E09000001,-31,-58,-34,-14,,
5778,2022-04-23,44674,Kensington and Chelsea,E09000020,-33,2,-14,-34,-17,1
5779,2022-04-23,44674,Newham,E09000025,-31,-5,84,-22,-5,0
5780,2022-04-23,44674,Tower Hamlets,E09000030,-18,-6,-23,-34,-7,1
5781,2022-04-23,44674,Wandsworth,E09000032,-32,-20,-5,-23,0,0
5782,2022-04-23,44674,Redbridge,E09000026,-25,-3,-17,-25,-14,1
5783,2022-04-23,44674,Hammersmith and Fulham,E09000013,-40,-11,8,-39,-17,0
5784,2022-04-23,44674,Bexley,E09000004,-22,0,33,-28,-10,1
5785,2022-04-23,44674,Enfield,E09000010,-24,-8,4,-34,-11,1
5786,2022-04-23,44674,Barnet,E09000003,-21,4,12,-25,-12,1
5787,2022-04-23,44674,Barking and Dagenham,E09000002,-23,-1,40,-20,-18,1
5788,2022-04-23,44674,Hounslow,E09000018,-8,8,1,-9,-6,0
5789,2022-04-23,44674,Ealing,E09000009,-23,4,35,-25,-13,1
5790,2022-04-23,44674,Haringey,E09000014,-26,-12,-2,-23,-24,0
5791,2022-04-23,44674,Southwark,E09000028,-28,-11,-12,-23,-1,0
5792,2022-04-23,44674,Hackney,E09000012,-27,-10,-1,-26,-16,1
5793,2022-04-23,44674,Greenwich,E09000011,-23,-1,-22,-14,-12,1
5794,2022-04-23,44674,Richmond upon Thames,E09000027,-13,3,-14,-14,-12,1
5795,2022-04-23,44674,Havering,E09000016,-18,1,0,-21,0,1
5796,2022-04-23,44674,Waltham Forest,E09000031,-11,-1,-29,-23,-18,1
5797,2022-04-23,44674,Kingston upon Thames,E09000021,-22,-4,64,-22,0,1
5798,2022-04-23,44674,Lambeth,E09000022,-27,-12,25,-17,0,0
5799,2022-04-23,44674,Sutton,E09000029,-23,-9,18,-33,-10,1
5800,2022-04-23,44674,Islington,E09000019,-14,-10,9,-44,-11,0
5801,2022-04-23,44674,Brent,E09000005,10,-1,34,-5,-13,0
5802,2022-04-23,44674,Lewisham,E09000023,-10,-2,-3,-19,-18,1
5803,2022-04-23,44674,Croydon,E09000008,-23,4,16,-30,-10,1
5804,2022-04-23,44674,Camden,E09000007,-31,-13,-28,2,1,1
5805,2022-04-23,44674,Hillingdon,E09000017,-16,-8,42,-12,-9,0
5806,2022-04-23,44674,Harrow,E09000015,-18,14,77,-9,4,1
5807,2022-04-23,44674,Bromley,E09000006,-18,5,1,-23,-2,1
5808,2022-04-22,44673,Kingston upon Thames,E09000021,-25,-5,71,-33,-34,9
5809,2022-04-22,44673,Hounslow,E09000018,-15,6,2,-24,-27,6
5810,2022-04-22,44673,Haringey,E09000014,-22,-10,-6,-33,-41,7
5811,2022-04-22,44673,Croydon,E09000008,-22,4,-7,-35,-34,8
5812,2022-04-22,44673,Ealing,E09000009,-22,3,11,-36,-32,7
5813,2022-04-22,44673,Richmond upon Thames,E09000027,-27,2,-2,-39,-48,9
5814,2022-04-22,44673,Newham,E09000025,-26,1,133,-27,-27,6
5815,2022-04-22,44673,Sutton,E09000029,-20,-7,17,-42,-39,8
5816,2022-04-22,44673,Barnet,E09000003,-26,-6,12,-35,-38,9
5817,2022-04-22,44673,Bromley,E09000006,-15,9,9,-32,-41,10
5818,2022-04-22,44673,Bexley,E09000004,-20,1,21,-35,-33,7
5819,2022-04-22,44673,Hammersmith and Fulham,E09000013,-39,-12,-4,-41,-43,10
5820,2022-04-22,44673,Lambeth,E09000022,-34,-9,41,-39,-37,10
5821,2022-04-22,44673,Merton,E09000024,-29,-1,-21,-33,-34,9
5822,2022-04-22,44673,Harrow,E09000015,-17,17,46,-23,-26,8
5823,2022-04-22,44673,Waltham Forest,E09000031,-10,-3,-12,-35,-37,8
5824,2022-04-22,44673,Havering,E09000016,-17,5,9,-28,-28,6
5825,2022-04-22,44673,Tower Hamlets,E09000030,-31,-8,-21,-48,-43,11
5826,2022-04-22,44673,Kensington and Chelsea,E09000020,-32,-4,-22,-40,-42,10
5827,2022-04-22,44673,Barking and Dagenham,E09000002,-18,8,38,-26,-27,5
5828,2022-04-22,44673,Wandsworth,E09000032,-29,-14,-9,-30,-39,11
5829,2022-04-22,44673,Redbridge,E09000026,-22,0,-9,-37,-39,8
5830,2022-04-22,44673,Islington,E09000019,-46,-19,-3,-69,-49,12
5831,2022-04-22,44673,Hackney,E09000012,-30,-6,-7,-38,-40,10
5832,2022-04-22,44673,Brent,E09000005,-18,4,19,-30,-29,6
5833,2022-04-22,44673,Southwark,E09000028,-33,-8,-14,-35,-34,9
5834,2022-04-22,44673,Camden,E09000007,-42,-13,-24,-20,-39,10
5835,2022-04-22,44673,Westminster,E09000033,-42,-15,-32,-30,-41,10
5836,2022-04-22,44673,Greenwich,E09000011,-24,0,-12,-24,-39,8
5837,2022-04-22,44673,City of London,E09000001,-62,-61,-48,-44,-37,
5838,2022-04-22,44673,Lewisham,E09000023,-7,1,-2,-30,-40,10
5839,2022-04-22,44673,Enfield,E09000010,-19,-1,3,-40,-30,6
5840,2022-04-22,44673,Hillingdon,E09000017,-18,-3,30,-19,-30,7
5841,2022-04-21,44672,Westminster,E09000033,-36,-12,-4,-30,-37,7
5842,2022-04-21,44672,City of London,E09000001,-49,-49,-31,-40,-33,
5843,2022-04-21,44672,Merton,E09000024,-25,-8,-2,-35,-35,8
5844,2022-04-21,44672,Kingston upon Thames,E09000021,-22,-2,,-30,-32,8
5845,2022-04-21,44672,Southwark,E09000028,-27,-7,6,-36,-28,7
5846,2022-04-21,44672,Bromley,E09000006,-12,4,28,-36,-37,9
5847,2022-04-21,44672,Waltham Forest,E09000031,-5,3,19,-36,-35,7
5848,2022-04-21,44672,Haringey,E09000014,-22,-7,24,-32,-39,6
5849,2022-04-21,44672,Redbridge,E09000026,-20,-3,15,-41,-39,7
5850,2022-04-21,44672,Wandsworth,E09000032,-27,-15,15,-29,-37,9
5851,2022-04-21,44672,Tower Hamlets,E09000030,-27,-2,6,-48,-41,9
5852,2022-04-21,44672,Barnet,E09000003,-18,4,62,-34,-38,7
5853,2022-04-21,44672,Ealing,E09000009,-17,7,55,-36,-31,6
5854,2022-04-21,44672,Kensington and Chelsea,E09000020,-27,-1,0,-40,-40,7
5855,2022-04-21,44672,Enfield,E09000010,-18,-1,35,-41,-30,5
5856,2022-04-21,44672,Hammersmith and Fulham,E09000013,-33,-10,30,-39,-41,7
5857,2022-04-21,44672,Brent,E09000005,-17,7,66,-32,-30,5
5858,2022-04-21,44672,Lambeth,E09000022,-25,-11,81,-36,-33,7
5859,2022-04-21,44672,Hounslow,E09000018,-12,7,36,-26,-27,5
5860,2022-04-21,44672,Islington,E09000019,-42,-14,21,-68,-44,9
5861,2022-04-21,44672,Bexley,E09000004,-16,1,44,-35,-31,7
5862,2022-04-21,44672,Harrow,E09000015,-11,12,104,-24,-22,7
5863,2022-04-21,44672,Barking and Dagenham,E09000002,-16,9,65,-24,-30,4
5864,2022-04-21,44672,Camden,E09000007,-39,-11,6,-23,-37,8
5865,2022-04-21,44672,Newham,E09000025,-24,-1,157,-34,-26,5
5866,2022-04-21,44672,Sutton,E09000029,-16,-5,52,-42,-39,8
5867,2022-04-21,44672,Havering,E09000016,-11,10,20,-28,-25,6
5868,2022-04-21,44672,Croydon,E09000008,-16,9,30,-34,-32,7
5869,2022-04-21,44672,Richmond upon Thames,E09000027,-18,3,34,-36,-46,9
5870,2022-04-21,44672,Lewisham,E09000023,-6,6,42,-31,-37,8
5871,2022-04-21,44672,Greenwich,E09000011,-18,4,15,-29,-40,7
5872,2022-04-21,44672,Hillingdon,E09000017,-14,0,68,-19,-30,6
5873,2022-04-21,44672,Hackney,E09000012,-29,-2,28,-40,-36,7
5874,2022-04-20,44671,Hackney,E09000012,-31,-5,23,-43,-37,8
5875,2022-04-20,44671,Brent,E09000005,-16,5,50,-32,-31,6
5876,2022-04-20,44671,Barking and Dagenham,E09000002,-17,8,53,-31,-31,4
5877,2022-04-20,44671,Lewisham,E09000023,-8,6,33,-32,-36,9
5878,2022-04-20,44671,Waltham Forest,E09000031,-7,0,11,-37,-35,6
5879,2022-04-20,44671,Islington,E09000019,-45,-19,24,-70,-47,10
5880,2022-04-20,44671,Enfield,E09000010,-20,-4,31,-40,-31,6
5881,2022-04-20,44671,Richmond upon Thames,E09000027,-23,-1,23,-41,-48,10
5882,2022-04-20,44671,Hammersmith and Fulham,E09000013,-22,-12,23,-39,-44,8
5883,2022-04-20,44671,Ealing,E09000009,-15,4,41,-32,-34,7
5884,2022-04-20,44671,Lambeth,E09000022,-30,-12,70,-41,-34,8
5885,2022-04-20,44671,Newham,E09000025,-24,-1,161,-31,-25,6
5886,2022-04-20,44671,Merton,E09000024,-23,-6,3,-35,-34,8
5887,2022-04-20,44671,Croydon,E09000008,-17,4,23,-35,-33,8
5888,2022-04-20,44671,Hounslow,E09000018,-13,3,30,-25,-26,6
5889,2022-04-20,44671,Bexley,E09000004,-18,0,44,-36,-34,7
5890,2022-04-20,44671,Havering,E09000016,-12,2,24,-27,-27,7
5891,2022-04-20,44671,Harrow,E09000015,-11,13,83,-19,-22,7
5892,2022-04-20,44671,City of London,E09000001,-55,-53,-32,-44,-34,
5893,2022-04-20,44671,Hillingdon,E09000017,-15,-3,61,-20,-32,7
5894,2022-04-20,44671,Redbridge,E09000026,-22,0,15,-35,-40,7
5895,2022-04-20,44671,Kensington and Chelsea,E09000020,-27,0,-4,-43,-39,8
5896,2022-04-20,44671,Tower Hamlets,E09000030,-29,-6,-3,-50,-40,9
5897,2022-04-20,44671,Barnet,E09000003,-19,-3,43,-31,-39,9
5898,2022-04-20,44671,Sutton,E09000029,-21,-4,44,-43,-39,8
5899,2022-04-20,44671,Camden,E09000007,-43,-17,2,-24,-39,8
5900,2022-04-20,44671,Greenwich,E09000011,-23,4,6,-27,-39,7
5901,2022-04-20,44671,Kingston upon Thames,E09000021,-21,-7,,-35,-34,9
5902,2022-04-20,44671,Haringey,E09000014,-28,-9,14,-38,-40,7
5903,2022-04-20,44671,Westminster,E09000033,-37,-10,9,-32,-40,8
5904,2022-04-20,44671,Southwark,E09000028,-29,-8,7,-37,-34,8
5905,2022-04-20,44671,Bromley,E09000006,-14,4,25,-34,-37,9
5906,2022-04-20,44671,Wandsworth,E09000032,-26,-16,13,-33,-37,10
5907,2022-04-19,44670,City of London,E09000001,-63,-59,-45,-49,-40,
5908,2022-04-19,44670,Bexley,E09000004,-20,2,20,-41,-36,8
5909,2022-04-19,44670,Brent,E09000005,-18,4,38,-36,-33,6
5910,2022-04-19,44670,Hounslow,E09000018,-15,5,18,-29,-31,7
5911,2022-04-19,44670,Harrow,E09000015,-12,13,53,-22,-24,8
5912,2022-04-19,44670,Haringey,E09000014,-24,-7,8,-37,-46,7
5913,2022-04-19,44670,Bromley,E09000006,-13,11,13,-38,-41,10
5914,2022-04-19,44670,Merton,E09000024,-29,-7,-1,-37,-39,9
5915,2022-04-19,44670,Lambeth,E09000022,-40,-11,46,-44,-38,9
5916,2022-04-19,44670,Tower Hamlets,E09000030,-35,-6,-15,-53,-46,10
5917,2022-04-19,44670,Wandsworth,E09000032,-31,-18,-1,-34,-42,10
5918,2022-04-19,44670,Hillingdon,E09000017,-16,0,37,-15,-34,8
5919,2022-04-19,44670,Barking and Dagenham,E09000002,-20,-1,47,-29,-35,6
5920,2022-04-19,44670,Richmond upon Thames,E09000027,-31,1,3,-46,-52,10
5921,2022-04-19,44670,Southwark,E09000028,-35,-11,-12,-41,-38,9
5922,2022-04-19,44670,Croydon,E09000008,-18,9,8,-39,-38,9
5923,2022-04-19,44670,Newham,E09000025,-17,2,135,-30,-30,7
5924,2022-04-19,44670,Kingston upon Thames,E09000021,-23,-2,,-40,-40,10
5925,2022-04-19,44670,Sutton,E09000029,-19,-3,28,-46,-43,9
5926,2022-04-19,44670,Camden,E09000007,-45,-15,-21,-25,-44,9
5927,2022-04-19,44670,Havering,E09000016,-16,7,4,-30,-28,7
5928,2022-04-19,44670,Barnet,E09000003,-21,-2,34,-34,-41,9
5929,2022-04-19,44670,Enfield,E09000010,-21,-5,15,-43,-34,6
5930,2022-04-19,44670,Lewisham,E09000023,-12,4,13,-37,-41,9
5931,2022-04-19,44670,Hackney,E09000012,-40,-7,0,-47,-42,9
5932,2022-04-19,44670,Kensington and Chelsea,E09000020,-30,-4,-22,-48,-44,8
5933,2022-04-19,44670,Islington,E09000019,-50,-19,-9,-73,-51,10
5934,2022-04-19,44670,Waltham Forest,E09000031,-15,-3,-4,-40,-40,8
5935,2022-04-19,44670,Westminster,E09000033,-44,-17,-21,-37,-43,8
5936,2022-04-19,44670,Greenwich,E09000011,-21,0,-7,-30,-44,9
5937,2022-04-19,44670,Hammersmith and Fulham,E09000013,-31,-11,1,-41,-49,9
5938,2022-04-19,44670,Ealing,E09000009,-20,4,29,-38,-36,8
5939,2022-04-19,44670,Redbridge,E09000026,-23,4,1,-41,-43,8
5940,2022-04-18,44669,Lewisham,E09000023,-6,-10,97,-55,-78,15
5941,2022-04-18,44669,Merton,E09000024,-19,-9,49,-53,-77,15
5942,2022-04-18,44669,Sutton,E09000029,-14,-8,110,-68,-83,16
5943,2022-04-18,44669,Barnet,E09000003,-12,-6,97,-52,-78,15
5944,2022-04-18,44669,Hounslow,E09000018,-7,0,85,-49,-69,13
5945,2022-04-18,44669,Barking and Dagenham,E09000002,-25,-6,112,-50,-73,15
5946,2022-04-18,44669,Enfield,E09000010,-11,-12,96,-59,-71,15
5947,2022-04-18,44669,Hillingdon,E09000017,-11,-6,124,-26,-74,14
