quote_date,regionDesc,p_mean,p_75,p_median,p_25
200408,London,2.3796971,2.7,2.4000001,2.2
200409,London,2.3707693,2.7,2.4000001,2.2
200410,London,2.3703032,2.7,2.4000001,2.2
200411,London,2.3892424,2.7,2.45,2.2
200412,London,2.3900001,2.7,2.45,2.2
200501,London,2.3923078,2.7,2.45,2.2
200502,London,2.3700001,2.5999999,2.4000001,2.2
200503,London,2.4114287,2.6500001,2.45,2.22
200504,London,2.4063077,2.5999999,2.45,2.2
200505,London,2.3202128,2.49,2.4000001,2.2
200506,London,2.4190626,2.6750002,2.45,2.1849999
200507,London,2.41875,2.6750002,2.4749999,2.1600001
200508,London,2.4184616,2.6500001,2.45,2.1700001
200509,London,2.4291046,2.7,2.5,2.1700001
200510,London,2.435606,2.7,2.5,2.25
200511,London,2.4434848,2.7,2.5,2.3
200512,London,2.4303076,2.6500001,2.5,2.25
200601,London,2.4404838,2.7,2.5,2.25
200602,London,2.4779999,2.7,2.5,2.2750001
200603,London,2.4806781,2.75,2.5,2.25
200604,London,2.5121312,2.8,2.51,2.3
200605,London,2.5169697,2.8,2.55,2.3
200606,London,2.5126088,2.8,2.55,2.25
200607,London,2.5267646,2.8,2.5450001,2.2750001
200608,London,2.5231884,2.8,2.51,2.25
200609,London,2.5255713,2.8,2.5050001,2.25
200610,London,2.557353,2.875,2.5549998,2.335
200611,London,2.5670149,2.9000001,2.5999999,2.3
200612,London,2.5812309,2.8499999,2.5999999,2.3699999
200701,London,2.5055933,2.8,2.5,2.25
200702,London,2.5292425,2.8,2.55,2.3
200703,London,2.5663636,2.8,2.5799999,2.3
200704,London,2.5670588,2.8,2.5749998,2.3499999
200705,London,2.5744927,2.8,2.5999999,2.4000001
200706,London,2.5838807,2.8499999,2.5999999,2.4000001
200707,London,2.5975363,2.8,2.5999999,2.4000001
200708,London,2.5930302,2.8499999,2.5999999,2.4000001
200709,London,2.594058,2.8499999,2.5999999,2.4000001
200710,London,2.5989552,2.8900001,2.5999999,2.4000001
200711,London,2.6026087,2.8900001,2.5999999,2.4200001
200712,London,2.6065671,2.8900001,2.5999999,2.46
200801,London,2.596087,2.8900001,2.5999999,2.46
200802,London,2.6255224,2.9000001,2.6500001,2.5
200803,London,2.6547058,2.9000001,2.6750002,2.5
200804,London,2.7095652,3,2.7,2.5
200805,London,2.7263637,3,2.8,2.5
200806,London,2.7285295,3,2.7550001,2.5
200807,London,2.7384849,3,2.8,2.5
200808,London,2.7392423,3,2.8,2.5
200809,London,2.7441537,3,2.8,2.5
200810,London,2.7352381,3,2.75,2.5
200811,London,2.7392063,3,2.75,2.5
200812,London,2.7443333,3,2.8,2.4949999
200901,London,2.7549231,3,2.8,2.49
200902,London,2.7380302,3,2.75,2.4000001
200903,London,2.738209,3,2.8,2.4000001
200904,London,2.7539394,3,2.8,2.4000001
200905,London,2.7780597,3.05,2.8,2.4000001
200906,London,2.755147,3.0250001,2.8,2.3900001
200907,London,2.7623529,3.0250001,2.8,2.4000001
200908,London,2.7586765,3.0250001,2.8,2.395
200909,London,2.7846971,3.0999999,2.8499999,2.4000001
200910,London,2.7826865,3.0999999,2.8099999,2.49
200911,London,2.7909091,3.0999999,2.8299999,2.49
200912,London,2.7931342,3.0999999,2.8499999,2.45
201001,London,2.8030303,3.0999999,2.8499999,2.45
201002,London,2.8705883,3.1700001,2.9000001,2.55
201003,London,2.8772857,3.1400001,2.9000001,2.55
201004,London,2.9083824,3.25,2.9250002,2.55
201005,London,2.9265671,3.3,2.95,2.5999999
201006,London,2.9251471,3.2750001,2.9250002,2.5999999
201007,London,2.9383583,3.3,2.95,2.5999999
201008,London,2.9186568,3.3,2.9000001,2.55
201009,London,2.9186568,3.3,2.9000001,2.55
201010,London,2.9242187,3.3,2.9250002,2.55
201011,London,2.9524243,3.3099999,2.95,2.5999999
201012,London,2.9583583,3.3499999,2.95,2.5999999
201101,London,2.95,3.3099999,3,2.5999999
201102,London,3.0151515,3.3099999,3.0250001,2.7
201103,London,3.0173135,3.3499999,3.05,2.6500001
201104,London,3.056875,3.4250002,3.0749998,2.7
201105,London,3.0675385,3.45,3.0999999,2.75
201106,London,3.0869696,3.5,3.0999999,2.75
201107,London,3.0877273,3.5,3.0999999,2.75
201108,London,3.1178787,3.5,3.1500001,2.8499999
201109,London,3.1214926,3.5,3.2,2.8499999
201110,London,3.1195455,3.5,3.1599998,2.8499999
201111,London,3.1428788,3.5,3.2,2.8499999
201112,London,3.1227272,3.46,3.1099999,2.8499999
201201,London,3.1158824,3.5,3.1599998,2.8249998
201202,London,3.1238234,3.5250001,3.0999999,2.7750001
201203,London,3.1357353,3.55,3.0999999,2.8
201204,London,3.1861193,3.5999999,3.2,2.9000001
201205,London,3.1843479,3.5999999,3.2,2.9000001
201206,London,3.1982608,3.5999999,3.2,2.9000001
201207,London,3.1958823,3.5999999,3.2,2.895
201208,London,3.2007353,3.585,3.2,2.9250002
201209,London,3.1992538,3.5999999,3.2,2.9000001
201210,London,3.1942186,3.5250001,3.2,2.95
201211,London,3.2116418,3.5999999,3.2,2.95
201212,London,3.2371211,3.5699999,3.2,2.99
201301,London,3.252985,3.5999999,3.2,3
201302,London,3.2352381,3.6500001,3.25,2.95
201303,London,3.2385938,3.6600001,3.2750001,2.95
201304,London,3.264127,3.75,3.3,2.9400001
201305,London,3.2849231,3.79,3.3,2.9400001
201306,London,3.2755556,3.8,3.3,2.9400001
201307,London,3.2896924,3.8,3.3,2.9400001
201308,London,3.3025372,3.8,3.3,2.9400001
201309,London,3.3068657,3.8,3.3499999,2.9400001
201310,London,3.3055384,3.8,3.3499999,2.9400001
201311,London,3.3146775,3.8,3.365,2.99
201312,London,3.3274193,3.8499999,3.365,2.99
201401,London,3.3241935,3.8499999,3.3900001,2.97
201402,London,3.3289361,3.9000001,3.5,2.8
201403,London,3.3262501,3.875,3.425,2.8499999
201404,London,3.3169565,3.9000001,3.425,2.8
201405,London,3.3551111,3.9000001,3.5999999,2.8
201406,London,3.3678722,3.9000001,3.5999999,2.9400001
201407,London,3.3517392,3.9000001,3.5,2.8
201408,London,3.4079165,3.95,3.6199999,2.875
201409,London,3.4256251,3.9749999,3.6199999,2.875
201410,London,3.4280851,4,3.5999999,2.8499999
201411,London,3.4182608,4,3.5999999,2.8499999
201412,London,3.4413044,4,3.625,2.8499999
201501,London,3.4314001,4,3.5999999,2.95
201502,London,3.4826,4,3.625,3
201503,London,3.5076001,4,3.6750002,3.05
201504,London,3.5105882,4,3.6900001,3.04
201505,London,3.5029166,4.0250001,3.6700001,2.9949999
201506,London,3.5341666,4.0749998,3.7,3.0500002
201507,London,3.5341666,4.0999999,3.7,3.0250001
201508,London,3.5152082,4,3.7,3.0250001
201509,London,3.5162501,4,3.7,3.0749998
201510,London,3.5306251,4,3.7,3.0749998
201511,London,3.5358334,4.0500002,3.7,3.1199999
201512,London,3.53,4.0500002,3.7,3.0999999
201601,London,3.5024445,4,3.6500001,3.0999999
201602,London,3.5147827,4.0500002,3.7,3.0999999
201603,London,3.5132654,4,3.7,3.0899999
201604,London,3.522449,4,3.7,3.0899999
201605,London,3.5604167,4.125,3.7249999,3.02
201606,London,3.5397959,4.0500002,3.7,3.0899999
201607,London,3.553,4.0999999,3.7249999,3.0999999
201608,London,3.5489795,4.0999999,3.7,3.0999999
201609,London,3.5397959,4.0999999,3.7,3.0999999
201610,London,3.5418367,4.0999999,3.7,3.0999999
201611,London,3.5625,4.1999998,3.7249999,3.0949998
201612,London,3.562,4.1999998,3.75,3.0999999
201701,London,3.5610204,4.1999998,3.7,3.0999999
201702,London,3.6558824,4.3000002,3.8,3.0999999
201703,London,3.6512001,4.3000002,3.625,3.0899999
201704,London,3.6790197,4.3000002,3.6500001,3.05
201705,London,3.7016001,4.3000002,3.7249999,3.0899999
201706,London,3.7126,4.3499999,3.7249999,3.0899999
201707,London,3.7015686,4.3499999,3.6500001,3.05
201708,London,3.6924491,4.3499999,3.6500001,3.05
201709,London,3.7095745,4.3499999,3.8,3
201710,London,3.7421155,4.3499999,3.8499999,3.0250001
201711,London,3.7182693,4.3499999,3.8,3.0250001
201712,London,3.7573586,4.4000001,3.8,3.05
201801,London,3.7776923,4.5,3.8249998,3.0999999
201802,London,3.7731249,4.5,3.8,3.0250001
201803,London,3.8363266,4.5,3.8499999,3.1900001
201804,London,3.8189795,4.5,3.8499999,3.1900001
201805,London,3.8379166,4.5999999,3.8499999,3.22
201806,London,3.8523529,4.6999998,3.8499999,3.1900001
201807,London,3.8580768,4.5999999,3.875,3.22
201808,London,3.8717308,4.5999999,3.9000001,3.22
201809,London,3.8859615,4.6750002,3.9250002,3.2249999
201810,London,3.8829412,4.6999998,3.95,3.1900001
201811,London,3.9172549,4.6999998,3.95,3.2
201812,London,3.8884001,4.6999998,3.8499999,3.1900001
201901,London,3.8759184,4.6999998,3.8,3.1900001
201902,London,3.9454167,4.6999998,3.875,3.45
201903,London,3.9728,4.75,3.9000001,3.5
201904,London,4.0107841,4.75,4,3.5
201905,London,4.0147057,4.75,4,3.5
201906,London,4.0115385,4.7750001,3.9000001,3.4749999
201907,London,4.0166669,4.8000002,3.8,3.45
201908,London,4.0168748,4.7750001,3.9749999,3.5
201909,London,4.0721154,4.8000002,4,3.5
201910,London,4.1194,4.8000002,4.0250001,3.5
201911,London,4.1187754,4.8000002,4,3.5
201912,London,4.0993876,4.8000002,4,3.5
202001,London,4.134706,4.8499999,4,3.5
202002,London,4.2681251,4.8249998,4.3500004,3.6750002
202003,London,4.3686666,4.9000001,4.5,3.8
202007,London,3.9918749,4.7250004,4.2249999,2.9749999
202008,London,4.4263635,5.1500001,4.5,3.8
202009,London,4.2827029,4.9000001,4.5,3.7
202010,London,4.3553848,5,4.5500002,3.8
202012,London,4.1614814,4.9000001,4.5,3.25
202105,London,4.1680002,5,4.5500002,4
202106,London,4.4585714,5,4.8000002,4.0999999
202107,London,4.2960467,5,4.5,3.75
202108,London,4.3531818,5,4.5749998,3.8
202109,London,4.387826,5.0999999,4.6750002,3.8499999
202110,London,4.4011111,5.0999999,4.5999999,3.8499999
202111,London,4.3785415,5.0749998,4.625,3.8
202112,London,4.3936172,5.1999998,4.6500001,3.75
202201,London,4.428936,5.25,4.75,3.75
202202,London,4.4012766,5.1999998,4.5999999,3.75
202203,London,4.462245,5.1999998,4.6500001,3.8499999
202204,London,4.6036172,5.3000002,4.8000002,3.95
202205,London,4.6270213,5.4000001,4.8000002,4.0500002
202206,London,4.6283336,5.3500004,4.75,4.0250001
202207,London,4.649231,5.3500004,4.9000001,4.0500002
202208,London,4.6819229,5.4250002,4.9000001,4.0999999
202209,London,4.71,5.4499998,4.9499998,4.0999999
202210,London,4.7462745,5.4499998,4.9899998,4.1500001
200302,North,1.9609091,2.1500001,2,1.8
200303,North,1.9947826,2.1500001,2.03,1.9
200304,North,2.0027273,2.1500001,2.0149999,1.9
200305,North,2.0054545,2.1500001,2.0149999,1.9
200306,North,2.0085714,2.1500001,2.03,1.9
200307,North,1.9940909,2.1500001,2.0149999,1.9
200308,North,1.9940909,2.1500001,2.0149999,1.86
200309,North,2.0054545,2.1500001,2.04,1.9
200310,North,2.0068183,2.1500001,2.04,1.9
200311,North,2.0068183,2.1500001,2.04,1.9
200312,North,2.0090909,2.1500001,2.04,1.9
200401,North,2.0104761,2.1500001,2.05,1.9
200402,North,2.0039129,2.1500001,2.05,1.9
200403,North,2.0378261,2.2,2.0999999,2
200404,North,2.0681818,2.2,2.0999999,2
200405,North,2.0599999,2.2,2.0999999,2
200406,North,2.0599999,2.2,2.0999999,2
200407,North,2.0422728,2.2,2.0999999,1.95
200408,North,2.0469565,2.2,2.0999999,1.95
200409,North,2.0290909,2.1500001,2.0699999,1.95
200410,North,2.0290909,2.1500001,2.0699999,1.95
200411,North,2.0381818,2.1500001,2.0999999,1.95
200412,North,2.0459092,2.1500001,2.0999999,1.95
200501,North,2.0526087,2.2,2.0999999,1.95
200502,North,2.0328572,2.1500001,2.1199999,2
200503,North,2.0414286,2.1500001,2.1300001,2
200504,North,2.0736363,2.2,2.1400001,2
200505,North,2.1088889,2.1500001,2.125,2.02
200506,North,2.0817392,2.2,2.1500001,2
200507,North,2.0969565,2.25,2.1500001,2
200508,North,2.0973914,2.25,2.1500001,2
200509,North,2.0973914,2.25,2.1500001,2
200510,North,2.1039131,2.25,2.1500001,2
200511,North,2.1039131,2.25,2.1500001,2
200512,North,2.1018181,2.25,2.1500001,2
200601,North,2.1082609,2.25,2.1900001,2
200602,North,2.1830001,2.3249998,2.2,2.0999999
200603,North,2.1914287,2.3,2.2,2.0999999
200604,North,2.1991668,2.3649998,2.2,2.1500001
200605,North,2.1891668,2.3299999,2.25,2.1500001
200606,North,2.2040908,2.3,2.25,2.1500001
200607,North,2.2191305,2.3599999,2.25,2.1500001
200608,North,2.2408695,2.3599999,2.25,2.2
200609,North,2.2408695,2.3599999,2.25,2.2
200610,North,2.2430434,2.3599999,2.25,2.2
200611,North,2.2452173,2.3599999,2.26,2.2
200612,North,2.254091,2.3599999,2.3,2.2
200701,North,2.2566667,2.3599999,2.3,2.2
200702,North,2.2614286,2.3599999,2.3,2.2
200703,North,2.3010526,2.4400001,2.3499999,2.25
200704,North,2.2872727,2.4400001,2.3499999,2.3
200705,North,2.2565,2.4000001,2.3150001,2.25
200706,North,2.286087,2.45,2.3499999,2.25
200707,North,2.29125,2.4250002,2.3499999,2.2750001
200708,North,2.29125,2.4250002,2.3499999,2.2750001
200709,North,2.2876191,2.46,2.3499999,2.25
200710,North,2.2495651,2.46,2.3499999,2.1500001
200711,North,2.2539129,2.46,2.3499999,2.2
200712,North,2.2604349,2.5,2.3499999,2.2
200801,North,2.2276189,2.46,2.3499999,2.04
200802,North,2.237,2.48,2.3399999,2.05
200803,North,2.2750001,2.5,2.375,2.095
200804,North,2.380909,2.5999999,2.4250002,2.3499999
200805,North,2.4013636,2.5999999,2.45,2.3499999
200806,North,2.4059091,2.5999999,2.4749999,2.3499999
200807,North,2.3799999,2.5999999,2.45,2.3
200808,North,2.3799999,2.5999999,2.45,2.3
200809,North,2.3716667,2.5999999,2.45,2.3
200810,North,2.355,2.635,2.4250002,2.125
200811,North,2.3977273,2.6500001,2.45,2.3
200812,North,2.4130435,2.6500001,2.45,2.3
200901,North,2.4173913,2.6500001,2.45,2.3
200902,North,2.4256523,2.6500001,2.5,2.0999999
200903,North,2.4478261,2.7,2.5,2.3
200904,North,2.4717391,2.7,2.5,2.3
200905,North,2.4878261,2.75,2.55,2.3
200906,North,2.501739,2.75,2.55,2.3
200907,North,2.5261905,2.75,2.55,2.4000001
200908,North,2.4776189,2.6500001,2.5,2.4000001
200909,North,2.4843478,2.75,2.5,2.3
200910,North,2.4908695,2.75,2.5,2.3499999
200911,North,2.4908695,2.75,2.5,2.3499999
200912,North,2.5213044,2.78,2.5,2.4000001
201001,North,2.5395651,2.8,2.53,2.4000001
201002,North,2.5699999,2.8199999,2.5749998,2.3499999
201003,North,2.5642858,2.8,2.55,2.4000001
201004,North,2.5754545,2.8,2.5999999,2.4000001
201005,North,2.5713637,2.8,2.5999999,2.4000001
201006,North,2.5747619,2.8,2.5999999,2.4000001
201007,North,2.5645454,2.8,2.55,2.3
201008,North,2.54,2.8,2.5,2.3
201009,North,2.5531819,2.8499999,2.55,2.3
201010,North,2.5577273,2.8499999,2.575,2.3
201011,North,2.5725,2.8249998,2.5999999,2.3249998
201012,North,2.5961905,2.8499999,2.6500001,2.3499999
201101,North,2.6314285,2.8599999,2.6500001,2.45
201102,North,2.5957143,2.75,2.5999999,2.45
201103,North,2.6334782,2.8199999,2.6500001,2.45
201104,North,2.6747825,2.9000001,2.7,2.5
201105,North,2.674762,2.9000001,2.7,2.5
201106,North,2.6747825,2.9000001,2.7,2.5
201107,North,2.6878262,2.9000001,2.7,2.5
201108,North,2.6900001,2.9000001,2.7,2.5
201109,North,2.692174,2.9000001,2.7,2.5
201110,North,2.692174,2.9000001,2.7,2.5
201111,North,2.6963637,2.9000001,2.75,2.5
201112,North,2.692174,2.9000001,2.75,2.5
201201,North,2.6965218,2.9000001,2.75,2.5
201202,North,2.7842858,3,2.8,2.55
201203,North,2.8266666,3,2.8499999,2.5999999
201204,North,2.8724999,3.0250001,2.9000001,2.6750002
201205,North,2.8399999,3.0250001,2.9000001,2.6750002
201206,North,2.8971429,3,2.9000001,2.7
201207,North,2.9019048,3,2.9000001,2.7
201208,North,2.9138095,3.05,2.9000001,2.7
201209,North,2.9185715,3.05,2.9000001,2.75
201210,North,2.9209523,3.05,2.9000001,2.75
201211,North,2.9419999,3.1500001,2.9250002,2.75
201212,North,2.932857,3.1500001,2.9000001,2.75
201301,North,2.932857,3.1500001,2.9000001,2.75
201302,North,2.9328573,3,2.9000001,2.8
201303,North,2.9423809,3,2.9000001,2.8
201304,North,2.9365001,3.1750002,2.9000001,2.7750001
201305,North,2.9180954,3.1500001,2.9000001,2.75
201306,North,2.8599999,3.1500001,2.9000001,2.7
201307,North,2.9252381,3.2,2.9000001,2.75
201308,North,2.9057143,3.2,2.9000001,2.7
201309,North,2.817826,3.2,2.8499999,2.54
201310,North,2.7754545,3.0999999,2.8249998,2.5
201311,North,2.8319046,3.2,2.8,2.54
201312,North,2.8342857,3.2,2.8,2.5899999
201401,North,2.8834999,3.2249999,2.8499999,2.5999999
201402,North,2.9713333,3.25,2.99,2.7
201403,North,2.9825001,3.2249999,3.0450001,2.75
201404,North,2.985625,3.2249999,3.0450001,2.75
201405,North,2.9770589,3.2,2.99,2.8
201406,North,2.8947058,3.2,2.99,2.7
201407,North,2.8952942,3.2,2.99,2.7
201408,North,2.8952942,3.2,2.99,2.7
201409,North,2.8982353,3.2,2.99,2.7
201410,North,2.910625,3.2249999,3.02,2.7249999
201411,North,2.8988235,3.2,2.99,2.7
201412,North,2.9100001,3.2,3.02,2.7
201501,North,2.934706,3.2,3.05,2.8
201502,North,2.9243751,3.2249999,3.0450001,2.75
201503,North,2.9370589,3.2,2.99,2.8
201504,North,2.9288888,3.2,2.99,2.7
201505,North,2.8952942,3.1500001,2.99,2.7
201506,North,2.9283333,3.2,2.99,2.7
201507,North,2.9311111,3.2,2.99,2.7
201508,North,2.9311111,3.2,2.99,2.7
201509,North,2.9311111,3.2,2.99,2.7
201510,North,2.9366667,3.2,2.99,2.8
201511,North,2.944706,3.2,2.99,2.8499999
201512,North,2.9529412,3.2,3.05,2.8499999
201601,North,2.9642856,3.25,3.0999999,2.8499999
201602,North,2.9306667,3.25,3.05,2.8
201603,North,2.9616666,3.1900001,3.0999999,2.8499999
201604,North,2.97,3.25,3.125,2.8499999
201605,North,2.97,3.25,3.125,2.8499999
201606,North,2.9783335,3.25,3.125,2.9000001
201607,North,3.0070589,3.25,3.1500001,2.9000001
201608,North,2.9829412,3.25,3.1500001,2.9000001
201609,North,2.9838889,3.25,3.125,2.9000001
201610,North,2.9838889,3.25,3.125,2.9000001
201611,North,3.0005882,3.25,3.1500001,2.99
201612,North,2.9838889,3.25,3.125,2.9000001
201701,North,2.9838889,3.25,3.125,2.9000001
201702,North,2.9329412,3.2,3,2.9000001
201703,North,2.9064705,3.2,3,2.9000001
201704,North,2.9746666,3.2,3.0999999,2.9000001
201705,North,3.0213332,3.25,3.0999999,2.9000001
201706,North,3.0546668,3.25,3.1500001,2.9000001
201707,North,3.048125,3.25,3.125,2.9250002
201708,North,2.978889,3.25,3.0999999,2.8
201709,North,3.0150001,3.25,3.125,2.9000001
201710,North,3.0372221,3.3,3.1700001,2.9000001
201711,North,3.0541177,3.3,3.1900001,2.95
201712,North,3.04,3.3,3.1700001,2.95
201801,North,3.04,3.3,3.1700001,2.95
201802,North,3.0252941,3.4000001,3.0999999,2.8499999
201803,North,3.0544446,3.4000001,3.145,2.8499999
201804,North,3.0342858,3.3,3.145,2.9000001
201805,North,3.0753334,3.4000001,3.1900001,2.9000001
201806,North,3.0643749,3.3499999,3.145,2.9000001
201807,North,3.0987501,3.45,3.1950002,2.8499999
201808,North,3.0433333,3.4000001,3.145,2.8
201809,North,3.0841177,3.3499999,3.1900001,2.9000001
201810,North,3.0461111,3.3499999,3.145,2.8
201811,North,3.0605881,3.3499999,3.1900001,2.8
201812,North,3.1424999,3.375,3.22,2.9749999
201901,North,3.0831249,3.375,3.1700001,2.8499999
201902,North,3.1386666,3.4000001,3.1900001,2.8
201903,North,3.1552942,3.4000001,3.1900001,2.9000001
201904,North,3.115,3.3499999,3.145,2.9000001
201905,North,3.1275001,3.375,3.145,2.9000001
201906,North,3.1556251,3.45,3.145,2.9000001
201907,North,3.1022222,3.4000001,3.145,2.8499999
201908,North,3.152353,3.4000001,3.1900001,2.95
201909,North,3.1670587,3.45,3.1900001,2.95
201910,North,3.1670587,3.45,3.1900001,2.95
201911,North,3.1693332,3.5,3.1900001,2.95
201912,North,3.2258823,3.5,3.3,3
202001,North,3.2317648,3.5,3.3,3
202002,North,3.2752941,3.7,3.0999999,3
202003,North,3.2605882,3.7,3.1500001,3
202007,North,3.4227273,3.8,3.3,3
202008,North,3.4818182,3.8,3.45,2.95
202009,North,3.434375,3.8,3.2,3.0250001
202010,North,3.4227273,3.7,3.3,3.0999999
202105,North,3.7200003,4.5500002,3.7200003,2.8900001
202106,North,3.408,3.6500001,3.4000001,2.8900001
202107,North,3.4138463,3.8,3.3,3
202108,North,3.3153334,3.8,3.3,2.8900001
202109,North,3.1770589,3.6500001,3.2,2.55
202110,North,3.247647,3.7,3.3,2.99
202111,North,3.2535293,3.7,3.3,2.99
202112,North,3.2037499,3.75,3.25,2.6199999
202201,North,3.2623529,3.8,3.3,2.6900001
202202,North,3.3599999,3.8,3.3,2.99
202203,North,3.2987499,3.75,3.25,2.895
202204,North,3.3635294,3.8,3.2,3
202205,North,3.4300001,3.8499999,3.4000001,3.05
202206,North,3.49875,3.95,3.4749999,3.05
202207,North,3.4768751,3.95,3.4000001,3.05
202208,North,3.3766668,3.9000001,3.3000002,2.79
202209,North,3.3635294,4,3.2,2.79
202210,North,3.404706,4.0999999,3.2,2.79
200302,North West,1.9768628,2.0799999,2,1.95
200303,North West,1.9942307,2.1300001,2.02,1.95
200304,North West,2.0167272,2.1099999,2.05,1.98
200305,North West,2.0274074,2.1099999,2.05,2
200306,North West,2.0149999,2.105,2.05,2
200307,North West,2.0207016,2.1199999,2.05,2
200308,North West,2.0334482,2.1199999,2.0599999,2
200309,North West,2.0305264,2.1099999,2.05,2
200310,North West,2.0322807,2.1199999,2.05,2
200311,North West,2.0466666,2.1400001,2.0999999,2
200312,North West,2.051228,2.1500001,2.0999999,2
200401,North West,2.0530357,2.1500001,2.0999999,2
200402,North West,2.0471427,2.1500001,2.0999999,2.02
200403,North West,2.0642858,2.2,2.0999999,2.02
200404,North West,2.0635087,2.2,2.0999999,2.02
200405,North West,2.053077,2.2,2.105,2
200406,North West,2.0612726,2.2,2.1099999,2
200407,North West,2.0691071,2.2,2.1149998,2
200408,North West,2.0967274,2.2,2.1500001,2.03
200409,North West,2.0689473,2.2,2.1199999,2
200410,North West,2.0891228,2.2,2.1500001,2.03
200411,North West,2.0933332,2.2,2.1500001,2.03
200412,North West,2.0973685,2.23,2.1500001,2.03
200501,North West,2.1075001,2.23,2.1500001,2.0599999
200502,North West,2.1194546,2.25,2.1500001,2.05
200503,North West,2.1201851,2.25,2.1500001,2.05
200504,North West,2.1314545,2.3,2.1500001,2.05
200505,North West,2.1635416,2.25,2.1500001,2.0899999
200506,North West,2.1207018,2.27,2.1500001,2.05
200507,North West,2.1326785,2.3,2.1849999,2.0899999
200508,North West,2.145926,2.3,2.1849999,2.0999999
200509,North West,2.1445284,2.3,2.1700001,2.0999999
200510,North West,2.136909,2.3,2.1700001,2.0999999
200511,North West,2.1501851,2.3,2.2,2.0999999
200512,North West,2.176909,2.3,2.2,2.0999999
200601,North West,2.1678948,2.3,2.2,2.0999999
200602,North West,2.1378572,2.3,2.2,2
200603,North West,2.1674075,2.3499999,2.2,2
200604,North West,2.1864815,2.3499999,2.2350001,2.0999999
200605,North West,2.1967273,2.3499999,2.25,2.05
200606,North West,2.1964705,2.3599999,2.25,2
200607,North West,2.2090385,2.3800001,2.25,2.05
200608,North West,2.2021999,2.3599999,2.25,2.0999999
200609,North West,2.221875,2.3800001,2.25,2.125
200610,North West,2.1855769,2.3499999,2.24,2
200611,North West,2.2030189,2.3499999,2.25,2
200612,North West,2.2115095,2.3599999,2.25,2.05
200701,North West,2.1859615,2.3800001,2.25,2.02
200702,North West,2.18625,2.4000001,2.2249999,2.02
200703,North West,2.2060001,2.4000001,2.23,1.99
200704,North West,2.2446427,2.45,2.3,2.0999999
200705,North West,2.2336667,2.45,2.3,2.0549998
200706,North West,2.2481966,2.45,2.3,2.0999999
200707,North West,2.2594914,2.45,2.3,2.0999999
200708,North West,2.2608333,2.45,2.3,2.0999999
200709,North West,2.2742374,2.45,2.3,2.0999999
200710,North West,2.2719672,2.45,2.3,2.1300001
200711,North West,2.2827868,2.45,2.3,2.1300001
200712,North West,2.2852459,2.45,2.3,2.1300001
200801,North West,2.2708621,2.45,2.3,2.0999999
200802,North West,2.2938461,2.5,2.3,2.115
200803,North West,2.3234482,2.5,2.3499999,2.1300001
200804,North West,2.3510909,2.55,2.3499999,2.1500001
200805,North West,2.3445454,2.55,2.3499999,2.0999999
200806,North West,2.3627272,2.55,2.3499999,2.0999999
200807,North West,2.3608773,2.55,2.3800001,2.2
200808,North West,2.3599999,2.55,2.4000001,2.2
200809,North West,2.3671668,2.55,2.3850002,2.2
200810,North West,2.372,2.55,2.3900001,2.2
200811,North West,2.3822415,2.55,2.3900001,2.2
200812,North West,2.3819299,2.55,2.3900001,2.2
200901,North West,2.3586206,2.55,2.3900001,2.2
200902,North West,2.3952727,2.5999999,2.4000001,2.2
200903,North West,2.3977587,2.5799999,2.4000001,2.2
200904,North West,2.4278948,2.5999999,2.45,2.3
200905,North West,2.4455173,2.6099999,2.47,2.3
200906,North West,2.4518964,2.6099999,2.47,2.3
200907,North West,2.4354386,2.5999999,2.49,2.3
200908,North West,2.4655931,2.6500001,2.49,2.3
200909,North West,2.4664407,2.6099999,2.5,2.3
200910,North West,2.4792726,2.6099999,2.5,2.3
200911,North West,2.4442592,2.5999999,2.48,2.3
200912,North West,2.4559648,2.5999999,2.5,2.3
201001,North West,2.4494736,2.6500001,2.5,2.25
201002,North West,2.4278431,2.6600001,2.4000001,2.25
201003,North West,2.4642856,2.6750002,2.45,2.2750001
201004,North West,2.4824138,2.7,2.45,2.3
201005,North West,2.48,2.6500001,2.45,2.3
201006,North West,2.4644642,2.6500001,2.45,2.3
201007,North West,2.4798276,2.7,2.45,2.3
201008,North West,2.4755356,2.7,2.45,2.3
201009,North West,2.4871428,2.7,2.45,2.3249998
201010,North West,2.5005174,2.7,2.4749999,2.3499999
201011,North West,2.5183051,2.71,2.55,2.3499999
201012,North West,2.5233929,2.7,2.5050001,2.4000001
201101,North West,2.5936208,2.8,2.5999999,2.45
201102,North West,2.5726786,2.7550001,2.5549998,2.4250002
201103,North West,2.5868967,2.8,2.5599999,2.45
201104,North West,2.6247368,2.8499999,2.6500001,2.45
201105,North West,2.6480701,2.8499999,2.6500001,2.45
201106,North West,2.6415789,2.8499999,2.6500001,2.45
201107,North West,2.646842,2.8499999,2.6500001,2.5
201108,North West,2.675,2.8499999,2.6750002,2.5
201109,North West,2.6717544,2.8499999,2.7,2.45
201110,North West,2.6592593,2.9000001,2.7,2.4000001
201111,North West,2.6198182,2.8499999,2.6500001,2.3499999
201112,North West,2.6568966,2.9000001,2.7,2.4000001
201201,North West,2.6208773,2.9000001,2.6500001,2.3499999
201202,North West,2.6631482,2.9000001,2.6550002,2.3499999
201203,North West,2.6966667,2.9000001,2.7,2.4000001
